temperatura_mel,viscosidade_mel,atividade_agua,densidade_mel,peso_target,desvio_peso,precisao_balanca,velocidade_envase,pressao_vedacao,tempo_exposicao_ar,temperatura_ambiente,umidade_relativa,experiencia_operador,turno_trabalho,fadiga_operador,limpeza_equipamento,manutencao_recente,tipo_enchedora,calibracao_ok,tipo_embalagem,qualidade_rotulo,adesao_rotulo,teste_vedacao,risco
46.54,704465.4,0.554,1.451,495,2.13,1.71,37.0,30.83,10.0,17.6,65.5,0.3,3,4,1,23.3,2,0,2,4.4,1,1,2
34.21,590533.7,0.637,1.425,245,0.76,1.06,88.8,24.62,63.0,21.1,49.9,1.3,1,1,4,6.5,3,1,1,4.9,1,1,0
31.55,594354.0,0.598,1.422,245,-0.76,1.66,80.1,25.54,28.0,24.2,58.7,2.2,1,2,3,9.7,2,0,1,5.0,1,1,1
31.68,943500.5,0.579,1.394,495,0.46,1.22,117.0,18.49,5.9,23.0,45.1,2.2,1,2,3,4.3,3,1,2,4.8,1,1,0
35.37,698921.8,0.614,1.395,495,-0.76,1.28,44.6,27.13,52.5,25.9,43.8,2.5,2,3,3,0.1,2,0,2,4.7,1,1,1
34.77,643485.9,0.591,1.441,995,0.03,1.3,87.1,27.12,11.8,24.7,58.8,1.5,2,3,2,4.0,1,0,2,5.0,1,1,2
42.0,712754.4,0.605,1.432,995,-0.41,0.14,43.9,33.84,36.9,24.0,42.1,0.6,3,3,4,2.0,3,0,1,5.0,1,1,1
32.97,560426.9,0.603,1.43,245,2.78,0.14,119.0,15.93,17.2,23.3,50.4,1.7,1,3,1,8.6,2,1,1,5.0,1,0,2
38.46,677709.8,0.585,1.377,995,0.57,0.22,114.5,32.19,21.9,25.2,68.2,0.1,3,4,3,7.6,2,1,1,3.6,0,1,1
33.16,545648.1,0.57,1.398,495,-0.82,0.17,29.1,24.74,11.5,23.0,52.8,1.3,2,3,3,1.7,2,1,1,5.0,1,1,0
34.96,602690.9,0.629,1.392,495,-1.83,1.72,58.6,24.17,8.5,21.3,56.6,0.2,1,1,4,23.7,2,0,1,5.0,1,1,1
35.21,391007.1,0.547,1.428,245,-1.31,0.53,30.2,32.01,24.6,21.4,54.2,10.1,2,2,2,8.4,2,1,2,3.9,1,1,1
43.11,314697.1,0.551,1.436,495,0.84,1.43,57.3,17.95,22.1,22.7,53.2,0.7,1,1,3,0.7,2,0,1,5.0,1,0,2
36.06,369912.9,0.585,1.406,495,0.64,0.82,81.8,25.61,36.6,19.9,53.6,1.4,1,1,4,2.7,2,0,2,4.2,1,1,0
35.67,396364.7,0.582,1.409,495,0.49,0.25,115.0,29.15,12.6,23.6,58.7,3.6,1,1,2,1.3,2,1,2,5.0,1,1,1
34.37,426818.7,0.587,1.389,495,0.68,1.03,108.5,19.73,9.0,20.3,53.9,1.2,2,3,2,2.5,3,1,1,5.0,1,1,1
36.73,726691.1,0.638,1.426,995,3.47,0.75,118.9,26.86,32.8,19.1,37.0,0.3,1,1,5,12.6,1,1,1,5.0,1,1,0
33.37,377221.1,0.51,1.395,995,0.49,0.67,81.5,24.99,9.1,18.8,53.4,2.5,1,1,4,1.4,2,1,1,5.0,1,1,0
35.01,460189.2,0.597,1.401,995,0.98,0.85,91.8,25.88,13.0,24.5,69.7,2.6,1,2,2,0.1,3,1,1,4.5,0,1,1
37.64,559477.7,0.534,1.41,995,-0.8,1.46,41.7,19.52,9.6,20.9,60.5,0.8,1,2,4,11.9,2,1,2,4.1,1,1,0
41.92,452233.7,0.684,1.393,995,0.73,0.96,66.1,30.15,30.6,22.8,69.2,0.1,2,3,3,1.5,2,0,1,4.7,0,1,0
34.41,408365.5,0.566,1.433,245,-0.25,1.93,44.2,13.9,24.2,20.7,62.1,2.1,1,2,4,6.5,3,1,1,5.0,1,0,2
38.56,430251.1,0.641,1.414,495,0.24,0.41,118.0,30.11,6.0,25.5,62.5,3.3,1,1,2,6.4,2,1,1,5.0,1,1,1
37.24,629913.4,0.624,1.368,245,-0.3,0.38,22.6,24.73,74.0,24.1,53.0,16.5,2,2,2,6.6,2,1,2,5.0,1,1,1
36.6,594638.1,0.609,1.407,495,-1.63,0.37,71.3,21.17,65.7,17.6,56.4,0.3,1,1,5,5.0,1,0,1,4.4,1,1,1
39.33,329549.5,0.598,1.4,495,-0.48,1.97,56.7,24.74,27.6,22.1,34.8,1.5,1,1,3,22.0,2,1,1,5.0,1,1,0
37.84,432349.0,0.545,1.439,495,0.07,1.87,20.8,25.56,14.8,17.8,50.2,8.2,1,1,5,0.8,3,1,2,5.0,1,1,0
33.41,576758.9,0.578,1.412,245,0.66,1.5,74.1,25.85,45.5,31.1,45.5,2.7,2,4,2,8.1,2,1,3,5.0,1,1,1
37.54,644158.2,0.598,1.412,495,0.72,1.58,76.2,24.91,23.8,23.6,54.7,5.8,2,3,2,5.0,2,1,3,5.0,1,1,1
33.04,434098.7,0.603,1.416,495,1.45,0.27,93.0,35.6,18.8,25.2,57.9,4.6,3,5,5,8.7,2,0,1,5.0,1,0,2
44.03,538050.5,0.585,1.392,995,-1.32,1.16,56.2,18.3,28.8,25.5,49.2,4.6,2,2,2,18.2,2,1,1,4.8,1,1,2
37.08,356740.1,0.598,1.41,995,-7.69,0.94,24.5,20.94,11.7,21.0,68.2,3.8,1,1,4,30.1,1,0,1,2.1,0,1,2
31.22,910243.0,0.626,1.422,495,0.83,0.98,84.0,15.0,5.2,16.7,54.5,5.2,1,1,3,1.1,2,1,2,4.3,1,0,2
32.85,388403.5,0.636,1.42,995,-0.91,1.85,28.1,25.73,41.8,14.1,49.8,10.9,3,4,2,7.1,1,1,2,4.8,1,1,1
37.19,406851.8,0.61,1.451,245,2.74,0.26,82.7,25.29,27.3,17.6,48.3,2.7,3,3,5,12.1,2,1,1,5.0,1,1,0
35.98,613062.0,0.604,1.402,495,1.68,1.76,98.5,30.84,6.8,26.9,49.3,1.6,3,5,1,21.2,1,0,1,4.3,1,1,1
41.43,329807.8,0.562,1.392,245,-1.16,1.81,50.7,27.08,25.3,21.8,56.3,2.9,2,3,2,6.5,2,1,1,4.4,1,1,1
29.1,413076.0,0.577,1.382,995,2.77,0.77,24.6,27.25,69.9,21.2,51.2,1.4,2,2,4,5.4,1,0,1,5.0,1,1,2
42.94,559632.8,0.569,1.405,995,1.63,0.42,51.1,31.12,23.5,21.8,49.6,0.6,3,5,4,0.1,2,1,2,5.0,1,1,0
42.05,529443.4,0.621,1.424,245,-0.21,1.72,39.8,17.34,58.1,22.6,53.4,0.5,2,4,3,8.1,1,1,2,5.0,1,0,2
32.75,355606.5,0.607,1.424,495,-0.75,1.83,101.4,24.64,11.0,24.1,54.5,3.2,3,3,4,10.8,3,1,1,4.8,1,1,0
36.45,564047.8,0.642,1.401,995,-2.06,1.16,41.9,23.4,8.5,16.4,64.3,2.6,3,5,1,0.5,2,1,2,5.0,1,1,1
40.58,741966.3,0.596,1.414,995,0.16,0.4,69.7,29.88,100.6,24.1,60.7,6.5,2,3,3,11.2,2,1,1,4.5,1,1,0
36.23,326155.3,0.621,1.43,995,-0.38,1.84,97.5,20.21,10.9,23.6,47.4,0.9,2,4,4,25.7,3,1,2,5.0,1,1,1
40.61,593249.3,0.611,1.41,245,-0.97,1.83,115.6,24.15,9.2,24.1,48.3,2.2,3,3,2,19.1,2,1,1,5.0,1,1,1
41.21,327830.9,0.599,1.401,245,-1.3,1.1,22.9,30.79,5.9,26.4,62.4,3.7,2,2,4,2.0,1,0,2,4.5,1,1,1
39.49,710899.6,0.612,1.433,995,1.52,0.71,112.4,23.28,5.5,20.8,46.2,0.2,2,3,2,3.0,3,1,1,4.6,1,1,1
33.19,753673.8,0.564,1.412,495,-1.07,0.19,28.1,27.82,21.1,22.9,43.8,0.5,1,1,3,0.9,2,1,2,5.0,1,1,0
33.32,550562.6,0.605,1.401,245,-0.88,1.23,71.0,25.06,45.5,22.7,56.7,1.3,1,1,3,9.9,2,1,2,5.0,1,1,1
37.29,675505.4,0.59,1.43,495,-5.24,1.46,115.7,24.09,22.6,22.6,64.9,4.4,3,5,4,9.8,1,1,1,5.0,1,1,0
35.71,585053.7,0.66,1.412,245,3.04,1.7,87.4,26.67,31.0,21.9,47.9,3.3,3,4,3,5.8,1,0,2,5.0,1,1,1
33.94,596565.2,0.636,1.442,245,-1.27,0.21,87.8,32.12,11.0,28.9,51.5,7.3,3,4,3,2.7,3,1,1,3.5,1,1,0
37.82,815023.5,0.672,1.418,495,-2.27,0.18,58.0,20.68,10.6,23.8,43.4,2.1,1,1,4,2.8,1,0,1,4.9,1,1,1
40.3,585905.7,0.617,1.443,495,0.84,1.99,66.7,20.25,24.3,14.6,53.0,1.6,2,2,4,20.7,2,1,1,4.9,1,1,0
39.96,371255.3,0.633,1.412,495,-0.42,0.72,83.0,31.22,39.1,25.6,42.8,1.2,2,3,1,3.8,3,1,2,4.9,1,1,1
39.23,590683.4,0.582,1.452,245,-1.1,0.66,89.4,26.59,43.8,20.6,40.6,3.2,1,2,2,0.4,3,1,1,4.7,1,1,1
39.0,759391.1,0.566,1.4,495,-1.15,1.17,96.9,28.83,13.9,26.5,57.7,13.9,3,3,3,8.5,2,1,2,4.6,1,1,0
44.09,604364.2,0.631,1.384,495,0.89,0.8,87.1,22.06,31.7,22.2,57.8,2.0,2,3,4,2.6,1,1,2,4.6,1,1,1
41.55,365672.7,0.632,1.41,495,-0.36,1.23,55.8,29.85,6.6,19.2,44.9,0.7,1,1,4,6.2,2,1,1,5.0,1,1,0
41.19,391050.4,0.576,1.382,495,2.17,1.35,71.4,26.22,6.4,20.0,59.1,1.6,2,3,4,11.1,2,0,1,5.0,1,1,1
33.51,410310.5,0.602,1.373,495,-1.23,1.69,85.9,27.23,20.2,21.1,50.5,6.1,2,3,4,13.0,2,1,1,4.8,1,1,0
36.59,691754.4,0.586,1.403,495,-1.06,0.59,50.7,28.78,18.7,26.2,61.9,2.1,1,1,3,32.2,2,1,1,5.0,1,1,0
40.46,585482.6,0.62,1.438,495,0.01,1.58,115.6,20.44,38.0,20.3,56.7,0.5,2,2,2,0.1,3,1,1,4.7,1,1,1
33.23,422381.8,0.595,1.423,245,0.65,1.45,83.6,30.02,48.8,24.0,66.9,3.3,2,2,3,32.6,2,1,1,3.2,1,1,1
37.06,393234.9,0.615,1.395,495,-0.17,0.81,55.3,26.63,69.1,27.1,48.9,0.2,3,5,3,9.6,2,1,3,4.1,1,1,1
39.26,425119.3,0.575,1.418,245,-1.57,0.85,79.9,28.5,12.0,20.1,51.7,8.5,3,3,4,13.5,2,0,1,4.5,1,1,0
45.82,348221.9,0.593,1.401,995,0.66,0.94,39.2,19.01,17.3,22.5,50.1,6.1,1,1,4,6.3,2,1,1,5.0,1,1,1
33.07,540303.3,0.635,1.405,995,-0.41,0.56,71.7,20.8,32.8,17.4,37.0,7.1,2,3,3,9.4,2,1,1,5.0,1,1,0
43.54,413545.6,0.572,1.41,245,1.21,0.38,70.8,26.26,38.0,29.6,44.6,4.0,2,3,4,7.9,3,1,1,5.0,1,1,1
40.71,478682.2,0.643,1.398,495,-1.05,0.23,53.2,19.04,14.3,22.7,57.3,7.0,1,1,4,11.2,2,0,1,4.0,1,1,1
34.92,338578.5,0.601,1.409,245,0.48,1.58,116.3,37.09,11.1,22.9,51.0,1.7,3,3,5,19.1,3,1,1,5.0,1,0,2
43.81,633253.6,0.575,1.421,995,1.24,1.34,70.7,29.01,7.4,20.4,51.0,3.9,1,2,4,6.1,2,0,1,5.0,1,1,1
32.8,574264.1,0.62,1.427,245,-1.27,1.52,38.9,22.67,11.8,21.2,61.7,7.8,1,1,4,3.3,2,1,2,5.0,1,1,0
31.47,689356.1,0.632,1.423,995,0.16,1.85,40.8,28.81,18.9,27.2,50.1,2.8,2,4,3,2.5,1,1,2,4.7,1,1,0
36.93,461096.8,0.591,1.41,245,0.42,1.46,49.5,35.56,14.8,25.5,58.7,5.7,3,4,3,17.8,3,1,1,5.0,1,0,2
38.72,386166.1,0.563,1.398,245,0.55,1.29,103.9,28.3,26.4,24.4,56.0,0.6,3,4,4,1.3,3,1,2,5.0,1,1,0
38.06,696651.8,0.596,1.416,245,-1.2,1.9,88.4,22.36,24.2,24.5,47.3,0.4,1,2,2,6.3,3,1,2,5.0,1,1,1
37.67,891569.0,0.53,1.399,245,-0.95,1.51,56.0,20.81,33.2,26.6,44.7,0.1,1,1,4,34.1,3,1,2,4.3,1,1,0
35.33,473015.0,0.594,1.439,245,0.01,1.27,112.8,30.01,14.1,23.0,59.2,1.5,2,2,4,53.0,3,0,2,4.9,1,1,0
35.51,884734.7,0.604,1.425,995,0.22,1.57,32.7,30.76,40.6,27.6,60.8,0.1,1,1,5,2.0,1,1,1,5.0,1,1,0
34.57,682003.0,0.596,1.406,245,-2.84,0.34,64.6,27.73,9.0,24.9,51.6,6.4,1,1,2,6.4,1,0,1,4.5,1,1,2
33.54,370042.6,0.585,1.418,245,0.8,1.29,93.0,23.88,11.9,31.2,50.8,6.8,3,4,3,1.8,1,1,3,4.7,1,1,0
39.03,571482.1,0.57,1.371,245,-1.02,0.23,71.9,30.67,24.3,19.9,67.2,0.9,2,2,2,2.8,2,1,1,3.6,1,1,1
40.63,511954.1,0.627,1.439,495,1.98,0.16,91.8,27.15,9.4,23.2,61.5,0.1,2,4,4,3.6,2,1,2,3.9,1,1,1
41.62,482309.4,0.647,1.397,995,-0.74,1.37,87.0,27.34,40.4,18.9,43.3,4.4,1,1,2,3.1,2,1,1,4.7,1,1,1
47.38,554602.9,0.644,1.393,245,1.01,1.38,69.1,27.74,27.9,20.0,54.9,0.4,3,3,4,2.8,2,1,2,5.0,1,1,1
34.17,972822.2,0.645,1.412,995,-2.81,0.68,110.0,32.87,17.8,24.5,59.0,4.2,1,2,4,0.0,1,1,1,4.4,1,1,0
38.24,523381.7,0.618,1.424,245,0.65,0.48,84.0,25.06,20.5,21.6,48.8,1.9,1,1,3,7.3,3,0,2,5.0,1,1,0
35.39,392216.4,0.632,1.405,495,-4.22,1.85,58.7,26.17,9.7,21.2,46.9,7.4,2,3,3,7.4,1,1,1,4.6,1,1,0
43.95,365390.3,0.598,1.394,995,1.78,1.74,100.3,29.73,20.6,22.0,65.7,2.4,3,3,5,1.7,1,1,1,4.2,1,1,1
32.57,515277.3,0.581,1.382,495,-0.39,1.5,111.6,24.58,69.3,22.7,55.1,2.2,1,2,5,6.0,1,1,2,4.8,1,1,0
32.01,408082.3,0.611,1.438,495,-0.7,1.44,118.1,29.65,5.6,27.9,59.6,0.9,1,1,2,10.7,3,1,1,4.1,1,1,1
45.57,340927.4,0.643,1.436,245,3.47,1.83,68.7,27.51,13.6,22.6,64.0,0.5,3,4,3,25.2,1,1,2,5.0,1,1,2
34.45,421776.1,0.581,1.395,995,1.59,1.91,52.9,18.83,12.9,21.9,69.8,7.8,2,2,5,5.5,2,1,1,2.7,0,1,1
42.92,276825.1,0.615,1.432,995,1.28,0.19,27.7,27.82,22.0,24.5,60.0,6.8,1,1,3,3.5,2,1,3,5.0,1,1,1
37.11,606810.1,0.674,1.426,995,1.45,1.89,84.3,14.39,11.1,25.2,54.9,2.4,2,3,3,12.0,2,1,2,4.8,1,0,2
38.66,421495.0,0.606,1.388,995,0.7,0.35,44.9,27.37,49.9,26.3,44.4,3.9,2,3,4,5.9,2,1,1,4.5,1,1,0
43.65,315463.3,0.625,1.433,245,-1.49,1.1,76.2,34.41,24.7,24.4,65.4,2.5,1,1,5,6.2,1,1,2,4.6,1,1,1
38.7,494892.5,0.588,1.416,245,-0.52,0.33,89.5,31.7,16.4,22.3,42.5,6.8,2,3,1,4.5,3,1,2,4.4,1,1,1
31.78,439358.5,0.603,1.426,495,0.54,1.9,23.2,26.92,60.5,22.1,64.6,5.4,2,3,3,10.5,3,0,2,5.0,1,1,1
38.55,373515.0,0.636,1.444,245,2.48,0.37,91.6,29.78,10.6,22.5,56.2,3.5,2,3,4,11.8,1,0,1,4.8,1,1,0
36.13,445279.3,0.571,1.4,995,-1.36,0.94,61.7,16.24,10.9,24.9,51.4,0.5,1,1,3,5.5,3,1,3,4.7,1,0,2
39.9,356761.7,0.587,1.451,245,-0.01,1.31,105.8,29.4,12.7,19.7,38.8,2.9,1,2,5,27.3,1,1,1,4.7,1,1,0
38.59,747787.9,0.606,1.438,495,-2.25,1.31,48.2,23.97,35.2,22.7,32.6,0.2,1,2,4,2.8,1,1,2,4.5,1,1,0
35.73,694340.2,0.551,1.413,995,1.67,1.12,48.6,27.17,42.1,18.9,51.1,4.4,1,1,5,24.2,1,1,1,5.0,1,1,0
40.98,524393.6,0.594,1.396,995,-0.84,0.39,34.5,28.13,14.4,23.2,38.5,1.5,1,2,2,16.0,2,1,2,4.5,1,1,1
41.68,501068.5,0.602,1.421,495,3.81,0.26,85.0,31.73,8.9,17.1,42.5,1.9,2,2,5,7.5,1,1,1,5.0,1,1,0
49.86,378056.1,0.616,1.423,495,-0.41,0.99,65.9,28.88,85.4,23.4,60.7,0.4,1,1,5,1.9,3,1,1,5.0,1,1,1
40.18,342213.3,0.587,1.428,995,-0.48,1.04,55.7,27.89,5.6,26.1,68.4,2.6,3,5,2,12.9,3,1,2,2.4,0,1,2
39.48,542921.7,0.573,1.389,245,-0.14,0.16,64.6,26.75,16.8,24.9,63.4,10.0,3,3,4,11.2,2,1,1,4.8,1,1,0
35.51,550572.2,0.573,1.409,245,2.02,1.83,77.0,21.96,16.3,19.6,58.5,21.6,2,2,3,26.8,2,1,1,4.5,1,1,0
32.98,692002.9,0.589,1.401,995,-1.22,0.11,83.1,21.48,19.3,21.9,54.3,0.7,2,2,2,9.6,2,1,2,4.7,1,1,2
38.12,372712.6,0.579,1.418,995,2.26,0.47,119.9,27.25,13.2,19.3,58.1,2.7,1,2,3,26.8,1,1,2,5.0,1,1,2
36.51,577055.4,0.626,1.42,995,-1.37,0.36,68.8,24.26,24.2,25.0,46.1,1.0,2,3,3,2.7,3,0,1,4.9,1,1,0
35.91,358920.1,0.583,1.396,245,1.74,1.5,45.2,25.72,16.6,25.8,62.3,2.6,1,1,3,15.1,2,1,2,4.7,1,1,0
40.22,346843.7,0.599,1.422,245,-0.88,1.18,114.7,22.47,10.3,22.4,35.7,7.5,2,2,2,6.1,1,1,1,5.0,1,1,1
38.21,807601.7,0.614,1.369,995,-2.0,0.79,47.6,19.24,6.6,19.7,51.9,2.6,3,4,4,5.6,2,1,1,5.0,1,1,0
31.59,393608.6,0.634,1.406,495,1.91,1.03,108.5,22.11,18.4,24.2,39.7,0.0,1,1,4,1.5,2,1,1,4.5,1,1,0
34.16,532578.8,0.592,1.412,995,1.59,0.16,54.5,27.22,65.0,26.4,55.8,0.1,2,2,2,8.6,3,1,2,4.4,1,1,1
38.54,341760.2,0.611,1.438,995,-3.64,0.97,119.0,26.29,25.8,18.8,32.1,2.1,2,3,4,4.0,2,1,2,5.0,1,1,0
36.72,459450.5,0.552,1.428,245,2.52,0.55,77.5,21.78,15.0,17.9,40.1,0.5,1,1,4,18.3,1,0,1,5.0,1,1,0
31.45,348283.6,0.605,1.398,995,-2.96,0.8,52.1,24.68,13.3,26.9,43.4,1.1,1,1,1,6.8,2,1,1,3.7,1,1,1
29.78,532253.5,0.592,1.425,245,-2.2,1.82,80.8,36.14,8.4,18.7,45.4,2.4,2,4,3,14.9,2,1,1,5.0,1,0,2
43.83,713770.6,0.574,1.436,495,-0.84,0.23,94.7,21.89,15.6,24.0,39.5,1.3,3,4,1,42.1,2,0,2,4.2,1,1,2
35.42,395104.1,0.561,1.434,995,-0.1,0.84,86.0,17.14,33.9,23.6,63.7,8.6,1,1,3,5.1,2,1,2,5.0,1,0,2
42.94,471561.5,0.579,1.401,495,0.93,0.78,96.0,24.56,18.1,21.7,51.5,1.2,2,3,4,1.3,2,1,1,5.0,1,1,1
41.01,316851.1,0.534,1.422,995,3.13,0.5,20.6,24.37,49.9,28.6,49.3,0.5,2,4,3,17.5,1,1,1,4.2,1,1,2
33.54,648017.6,0.621,1.419,495,-0.43,0.35,26.2,23.97,6.4,17.5,48.0,3.7,3,5,4,1.1,2,1,1,4.4,1,1,0
34.38,451661.8,0.621,1.435,245,-1.47,0.22,79.3,29.54,9.1,20.5,63.2,0.9,2,4,3,1.8,3,0,2,5.0,1,1,1
35.99,718944.8,0.547,1.421,995,-8.53,1.09,115.3,18.02,18.9,20.1,57.8,17.0,3,5,3,7.0,1,1,1,5.0,1,1,0
38.16,524190.2,0.589,1.431,995,-2.14,0.71,101.5,30.38,26.6,23.4,51.9,1.8,3,4,4,4.0,2,1,2,4.9,1,1,0
34.34,612133.8,0.603,1.427,495,-0.01,1.81,107.7,20.56,5.7,21.4,36.8,0.6,2,2,3,10.9,3,1,2,4.5,1,1,0
40.03,350104.4,0.561,1.42,245,0.36,1.24,44.2,18.97,10.9,19.5,58.6,1.5,1,1,3,1.1,3,1,1,5.0,1,1,0
34.28,465314.2,0.61,1.441,495,0.96,1.45,48.9,21.2,6.0,21.7,63.2,0.7,2,4,1,14.5,2,1,1,4.7,1,1,2
35.39,398788.8,0.657,1.446,495,0.37,1.85,62.7,29.67,13.1,18.9,39.7,0.5,2,3,4,6.8,3,1,1,5.0,1,1,0
43.72,393067.0,0.551,1.416,245,0.04,0.5,26.7,20.73,15.5,28.6,55.0,4.1,2,3,4,8.6,3,1,2,4.0,1,1,1
35.76,370270.1,0.61,1.404,495,1.66,1.68,69.9,27.91,18.3,28.3,50.5,0.2,1,2,5,33.0,3,1,2,3.6,1,1,0
36.28,441377.9,0.563,1.437,495,-1.54,0.22,27.5,29.5,9.4,24.6,48.8,1.2,3,3,3,11.6,1,1,2,5.0,1,1,2
36.93,595884.7,0.561,1.399,995,-0.91,1.27,44.9,29.37,48.7,18.4,65.9,1.4,1,1,4,6.1,2,1,3,4.7,1,1,1
37.5,407426.5,0.586,1.417,495,0.15,0.93,61.5,29.48,37.9,25.9,51.4,1.1,2,2,4,13.3,2,1,1,4.2,1,1,0
36.58,554845.1,0.616,1.416,995,1.38,1.81,83.6,33.19,9.0,23.7,55.9,2.8,1,1,3,5.3,2,1,1,5.0,1,1,0
44.3,728198.2,0.593,1.432,245,0.69,0.44,58.7,22.77,9.1,23.5,56.7,1.4,1,2,5,9.8,2,1,1,4.8,1,1,1
35.62,350586.0,0.591,1.42,495,-5.53,0.11,111.7,19.92,23.0,20.9,58.7,0.9,3,4,3,9.3,1,1,2,5.0,1,1,1
40.59,538285.7,0.548,1.433,245,-0.18,1.56,86.1,24.07,7.7,19.7,53.1,5.8,1,2,4,6.4,2,1,1,5.0,1,1,0
39.83,409166.1,0.613,1.425,995,1.37,0.8,42.4,28.14,13.6,23.8,44.2,0.1,2,4,4,22.8,2,1,1,4.5,1,1,0
40.31,476250.9,0.578,1.438,995,-1.49,0.78,108.9,23.43,26.0,20.5,41.0,2.9,2,3,4,6.3,2,1,2,4.3,1,1,0
33.27,658987.7,0.595,1.432,995,1.81,0.1,54.1,22.85,17.4,26.6,51.5,2.7,1,1,1,28.3,2,1,1,4.4,1,1,1
39.37,439399.1,0.607,1.397,495,-0.32,1.89,98.2,18.24,7.1,20.3,42.7,0.4,1,2,3,0.1,2,1,1,5.0,1,1,1
39.63,531413.5,0.638,1.394,995,-1.56,1.28,43.1,25.7,42.9,25.3,53.7,0.1,1,2,1,5.7,2,0,1,4.8,1,1,1
42.63,611990.1,0.614,1.412,995,-1.36,1.85,77.6,15.96,23.4,18.7,50.7,3.9,2,3,4,2.3,3,1,3,4.8,1,0,2
39.83,552478.4,0.638,1.431,495,0.13,1.08,24.2,24.12,14.5,25.4,58.4,2.8,1,2,2,0.5,2,1,1,5.0,1,1,1
32.58,600442.9,0.581,1.42,495,2.47,1.73,116.9,25.09,20.8,26.2,69.9,2.9,1,1,3,5.8,1,1,1,4.0,0,1,0
35.78,447328.1,0.57,1.411,495,-0.76,0.93,100.7,33.85,8.4,27.3,64.6,0.3,3,4,4,3.8,1,1,2,4.0,1,1,0
37.61,400052.8,0.589,1.414,995,-0.82,1.03,26.5,16.38,15.0,28.1,49.1,3.1,1,1,3,2.0,2,1,3,3.5,1,0,2
43.9,281005.2,0.599,1.405,995,0.29,1.66,32.5,24.97,9.2,25.2,38.0,0.7,2,3,2,4.1,3,0,2,5.0,1,1,2
37.25,444640.1,0.621,1.428,495,-2.41,0.19,76.2,38.77,12.9,21.5,69.0,3.5,1,1,2,0.5,1,1,2,4.5,0,0,2
39.97,322061.9,0.569,1.399,495,1.51,1.23,114.2,31.59,21.8,24.5,73.2,5.2,1,1,3,6.0,1,1,1,3.9,0,1,0
48.74,720119.4,0.599,1.438,245,-0.21,1.93,117.1,12.16,33.6,23.2,54.7,3.5,1,2,1,1.6,2,1,2,5.0,1,0,2
27.87,334345.9,0.65,1.408,245,-0.54,0.93,67.2,30.14,18.9,23.0,46.1,0.1,3,5,5,28.8,3,1,2,5.0,1,1,2
32.94,534363.0,0.611,1.413,495,-1.8,0.2,31.9,18.32,8.2,25.8,70.0,3.1,1,1,4,16.7,2,0,1,4.4,0,1,1
34.02,399954.5,0.569,1.413,495,1.55,0.82,27.8,32.85,10.1,18.0,53.3,1.4,1,1,1,3.2,2,1,1,5.0,1,1,1
37.73,288820.8,0.54,1.417,245,-1.59,1.9,104.5,27.7,65.8,20.2,70.0,1.0,2,4,4,21.3,3,1,1,3.0,0,1,1
43.0,509220.1,0.628,1.407,495,-2.39,0.28,94.4,23.9,29.5,20.3,67.2,1.3,3,3,1,20.6,2,1,1,3.0,0,1,2
37.03,595798.5,0.523,1.387,995,-3.59,0.17,46.0,33.49,8.6,23.8,65.1,4.3,3,4,5,3.7,2,1,1,3.9,1,1,0
40.74,497538.0,0.651,1.42,995,-0.94,1.7,78.7,21.3,14.5,22.3,47.8,0.8,3,5,4,1.5,3,0,1,5.0,1,1,2
44.15,437072.9,0.624,1.437,995,4.56,0.52,107.1,25.06,5.8,24.6,68.0,1.1,2,3,5,4.6,1,1,2,3.9,0,1,1
29.88,530801.5,0.621,1.442,495,-0.14,1.16,20.3,20.22,22.6,21.9,35.9,1.9,1,3,2,20.1,2,1,2,4.9,1,1,2
37.39,669191.1,0.587,1.388,495,1.82,1.21,23.8,21.37,36.5,21.3,61.3,2.3,1,1,4,0.4,2,1,3,5.0,1,1,0
27.53,546491.5,0.622,1.407,245,-2.58,1.92,37.5,35.65,17.4,23.4,56.5,0.0,1,3,3,28.1,2,1,1,4.7,1,0,2
37.03,796540.0,0.593,1.434,495,-0.79,1.84,44.6,27.61,9.2,23.1,39.7,5.3,1,1,4,19.7,3,1,2,4.6,1,1,0
44.69,1017433.6,0.598,1.437,495,1.45,0.52,114.2,19.81,10.8,25.3,50.2,0.1,1,2,4,10.0,2,1,1,5.0,1,1,1
32.98,434739.1,0.606,1.402,245,0.57,1.37,93.5,27.85,9.8,20.9,45.6,11.1,3,5,4,7.3,3,1,2,4.9,1,1,0
38.45,479990.9,0.602,1.415,495,0.54,0.74,91.6,36.57,15.5,22.1,58.5,1.0,1,1,5,3.4,3,1,3,4.9,1,0,2
38.58,419710.5,0.606,1.441,245,2.89,0.16,96.3,24.65,5.5,19.5,53.5,5.2,1,1,3,14.8,2,1,2,5.0,1,1,0
37.3,556587.9,0.57,1.439,495,-1.1,0.47,50.0,32.39,7.0,26.0,53.4,3.7,2,2,4,17.1,1,1,2,4.8,1,1,0
40.42,426208.2,0.576,1.403,495,0.96,0.56,90.7,21.4,18.0,24.1,60.2,1.5,3,5,1,7.7,2,1,2,5.0,1,1,1
32.66,500771.0,0.617,1.406,495,1.32,0.99,47.9,31.85,18.0,18.0,41.0,1.1,2,2,3,0.4,2,0,1,5.0,1,1,0
34.98,518464.6,0.625,1.412,495,0.38,0.73,27.3,23.92,81.9,22.7,65.9,3.3,2,2,3,6.3,3,1,1,3.3,1,1,1
